LEA Code,LEA Name,School Code,School Name,Enrolled,PK3,PK4,KG,01,02,03,04,05,06,07,08,09,10,11,12,Adult,Ungraded
125,Perry Street Preparatory PCS,1200,High Road of Maryland Lower School Prince George's County,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,Perry Street Preparatory PCS,1070,Kingsbury Day School DC,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125,Perry Street Preparatory PCS,161,Perry Street Preparatory PCS,351,51,37,50,38,26,27,27,41,20,16,18,0,0,0,0,0,0
167,Richard Wright PCS for Journalism and Media Arts,3067,Richard Wright PCS for Journalism and Media Arts,282,0,0,0,0,0,0,0,0,0,0,16,68,73,74,51,0,0
191,Rocketship DC PCS,1016,Rocketship DC PCS - Legacy Prep,106,6,10,44,30,16,0,0,0,0,0,0,0,0,0,0,0,0
191,Rocketship DC PCS,286,Rocketship DC PCS - Rise Academy,527,85,85,97,102,83,75,0,0,0,0,0,0,0,0,0,0,0
140,Roots PCS,173,Roots PCS,118,19,25,17,18,15,6,9,9,0,0,0,0,0,0,0,0,0
142,"SEED PCS of Washington, DC",1049,Accotink Academy Therapeutic Day School Springfield VA,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
142,"SEED PCS of Washington, DC",1070,Kingsbury Day School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,"SEED PCS of Washington, DC",1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,"SEED PCS of Washington, DC",1018,PHILLIPS Programs for Children and Families/ PHILLIPS School ~ Fairfax,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
142,"SEED PCS of Washington, DC",1013,Phillips School Laurel Laurel MD,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,"SEED PCS of Washington, DC",174,SEED PCS of Washington DC,363,0,0,0,0,0,0,0,0,85,64,54,57,48,29,26,0,0
142,"SEED PCS of Washington, DC",1264,Woods Services Residential Programs Langhorne PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,Sela PCS,197,Sela PCS,202,39,40,31,33,24,24,11,0,0,0,0,0,0,0,0,0,0
166,Shining Stars Montessori Academy PCS,3066,Shining Stars Montessori Academy PCS,274,65,65,56,37,27,9,6,5,4,0,0,0,0,0,0,0,0
175,Somerset Preparatory Academy PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,Somerset Preparatory Academy PCS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,Somerset Preparatory Academy PCS,187,Somerset Preparatory Academy PCS,375,0,0,0,0,0,0,0,0,61,73,71,67,48,30,25,0,0
175,Somerset Preparatory Academy PCS,1081,The Foundation School at PG County,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
143,St. Coletta Special Education PCS,1047,St. Coletta Special Education PCS,247,4,4,3,12,10,10,15,14,15,14,18,19,13,16,12,0,68
215,Sustainable Futures PCS,1000,Sustainable Futures PCS,46,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0
188,The Children's Guild DC PCS,1020,Childrens Guild Prince Georges Chillum MD,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
188,The Children's Guild DC PCS,255,The Children's Guild PCS,375,0,0,20,29,43,34,57,64,47,40,41,0,0,0,0,0,0
145,The Next Step/El Proximo Paso PCS,168,The Next Step El Proximo Paso PCS,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0
146,Thurgood Marshall Academy PCS,1050,Chelsea School Hyattsville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,Thurgood Marshall Academy PCS,1216,Devereux Georgia Treatment Network Kennesaw GA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,Thurgood Marshall Academy PCS,1200,High Road of Maryland Lower School Prince George's County,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,Thurgood Marshall Academy PCS,1070,Kingsbury Day School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,Thurgood Marshall Academy PCS,191,Thurgood Marshall Academy PCS,383,0,0,0,0,0,0,0,0,0,0,0,136,93,85,69,0,0
149,Two Rivers PCS,1020,Childrens Guild Prince Georges Chillum MD,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,Two Rivers PCS,1054,Harbour School Annapolis Annapolis MD,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
149,Two Rivers PCS,1171,HRMD High Road Academy of Prince Georges County,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,Two Rivers PCS,1051,Ivymount School Rockville MD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Two Rivers PCS,1168,Kennedy Krieger Fairmont Campus Baltimore MD,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,Two Rivers PCS,1184,Kennedy Krieger Montgomery County Campus Rockville MD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Two Rivers PCS,1070,Kingsbury Day School DC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Two Rivers PCS,1046,Lab School of Washington DC,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,Two Rivers PCS,1018,PHILLIPS Programs for Children and Families/ PHILLIPS School ~ Fairfax,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,Two Rivers PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Two Rivers PCS,3115,The Forbush School at Prince Georges County,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Two Rivers PCS,1159,The Pathways School Northwood,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,Two Rivers PCS,198,Two Rivers PCS - 4th St,528,36,48,50,50,50,50,50,50,47,50,47,0,0,0,0,0,0
149,Two Rivers PCS,270,Two Rivers PCS - Young,284,38,48,50,50,50,48,0,0,0,0,0,0,0,0,0,0,0
185,Washington Global PCS,263,Washington Global PCS,196,0,0,0,0,0,0,0,0,75,53,68,0,0,0,0,0,0
151,Washington Latin PCS,1070,Kingsbury Day School DC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
151,Washington Latin PCS,125,Washington Latin PCS - Middle School,367,0,0,0,0,0,0,0,93,90,92,92,0,0,0,0,0,0
151,Washington Latin PCS,1118,Washington Latin PCS - Upper School,331,0,0,0,0,0,0,0,0,0,0,0,90,83,79,79,0,0
194,Washington Leadership Academy PCS,283,Washington Leadership Academy PCS,204,0,0,0,0,0,0,0,0,0,0,0,104,100,0,0,0,0
152,Washington Mathematics Science Technology PCHS,1049,Accotink Academy Therapeutic Day School Springfield VA,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
152,Washington Mathematics Science Technology PCHS,1050,Chelsea School Hyattsville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,Washington Mathematics Science Technology PCHS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,Washington Mathematics Science Technology PCHS,1081,The Foundation School at PG County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,Washington Mathematics Science Technology PCHS,178,Washington Mathematics Science Technology PCHS,228,0,0,0,0,0,0,0,0,0,0,0,37,54,60,77,0,0
160,Washington Yu Ying PCS,1070,Kingsbury Day School DC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,Washington Yu Ying PCS,1117,Washington Yu Ying PCS,579,48,76,78,72,71,71,72,91,0,0,0,0,0,0,0,0,0
131,Youthbuild PCS,128,Youthbuild PCS,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
