SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKPCT,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2018,0.062761506,30,,43,42,478,3720188.99,439582.5,195370,0,11925,0,0,0,57239.5,0,0,0,0,0,870,58109.5,4425175.99
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2018,0.708920188,151,,3,61,213,2204496.59,1195562,13320.68,0,90712.31,0,0,0,288108.4,0,0,0,0,0,4379,292487.4,3796578.98
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,2,FALSE,2018,0.309481216,173,,4,32,559,3861748.37,439582.5,17760.91,0,13125,2750021,0,0,79006.75,0,0,251077.61,0,0,5017,335101.36,7417339.14
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2018,0.848484848,252,,1,34,297,2623884.04,1003812.5,4440.23,29269,140040.84,0,0,0,439887.47,0,0,0,40929,0,7308,488124.47,4289571.08
239,Garrison ES,-77.02861256,38.91390096,Elementary,es,3,2,FALSE,2018,0.474509804,121,,35,47,255,2519931.82,915658.5,195370,18119,105696.86,0,0,0,12878,165911.5,0,0,52079,0,3509,234377.5,3989153.68
227,H.D. Cooke ES,-77.03881058,38.92394275,Elementary,es,1,1,TRUE,2018,0.563636364,248,,145,35,440,4326879.12,586110,781480,33268,172184.89,0,0,0,411313.69,0,0,0,61870,0,7192.31,480376,6380298.01
246,Hardy MS,-77.0686139,38.9155087,Middle,ms,7,2,FALSE,2018,0.236979167,91,,24,55,384,3309918.73,945982.5,97685,0,69133.12,0,0,0,173493.1,0,0,0,0,0,2773.9,176267,4598986.35
413,Hart MS,-76.99717875,38.83773754,Middle,ms,7,8,TRUE,2018,0.87987988,293,,2,90,333,3063910.24,1586302,8880.45,0,167345.04,0,0,865637.75,559043.73,0,0,0,0,0,8497.27,567541,6259616.49
258,Hearst ES,-77.07195522,38.94072231,Elementary,es,4,3,FALSE,2018,0.099688474,32,,54,39,321,2944842.99,857285,195370,0,7800,0,0,0,12213,48842.5,0,0,0,0,928,61983.5,4067281.49
249,Hendley ES,-76.99918485,38.82898558,Elementary,es,1,8,FALSE,2018,0.91011236,405,,1,48,445,3779173.25,757932,4440.23,95138,204768.92,0,0,0,673594.1,97685,0,0,0,0,13205.9,784485,5625937.4
251,Houston ES,-76.92994765,38.90541499,Elementary,es,2,7,FALSE,2018,0.802721088,236,,5,50,294,2697334.67,788515,17760.91,32586,119336.46,0,0,0,70559.5,293055,0,0,37612,0,55905.5,457132,4112665.04
252,Hyde-Addison ES,-77.06453782,38.90801923,Elementary,es,5,2,FALSE,2018,0.059701493,20,,24,21,335,2989775.06,370812.5,97685,0,8225,10660,0,0,13819.5,0,0,24340,0,0,580,38739.5,3515897.06
950,Inspiring Youth Program,-76.97637892,38.88343057,Alternative,other,8,7,FALSE,2018,NA,NA,,0,0,38,589298.07,488425,0,12138,1200,116943,0,0,0,0,0,0,0,0,0,0,1208004.07
339,J.O. Wilson ES,-76.99658902,38.90275767,Elementary,es,3,6,FALSE,2018,0.485322896,248,,14,79,511,4540267.14,868225,39962.05,53966,218873.51,0,0,0,172569.5,244212.5,0,0,41172,0,22422,480376,6201669.69
254,Janney ES,-77.08099483,38.94755009,Elementary,es,5,3,FALSE,2018,0.023287671,17,,16,51,730,5221822.2,634952.5,97685,0,18050,0,549280.31,0,30212,0,0,0,0,0,2717,32929,6554719
433,Jefferson Middle School Academy,-77.02291066,38.8798706,Middle,ms,7,6,FALSE,2018,0.627009646,195,,2,73,311,2650510.38,1063595,8880.45,0,119336.46,0,0,0,372060,0,0,0,0,0,5655,377715,4220037.29
416,Johnson MS,-76.98370368,38.85133657,Middle,ms,7,8,TRUE,2018,0.889795918,218,,0,50,245,2549447.45,1177587,0,0,126376.25,0,0,0,415944.15,0,0,0,0,0,6322,422266.15,4275676.85
421,Kelly Miller MS,-76.93245507,38.89331503,Middle,ms,7,7,TRUE,2018,0.710648148,307,,7,87,432,3760758.06,1504924,31081.59,0,195529.2,0,0,0,585755.65,0,0,0,0,0,8903.35,594659,6086951.85
257,Ketcham ES,-76.98362116,38.86604236,Elementary,es,3,8,TRUE,2018,0.875816993,268,,2,34,306,2966113.24,195370,8880.45,50591,135640.98,0,0,0,169822,293055,0,0,7137,0,49102,519116,3875711.67
272,Key ES,-77.10052732,38.9268015,Elementary,es,2,3,FALSE,2018,0.031941032,13,,19,20,407,3385003.54,439582.5,97685,0,9925,0,0,0,16766,0,0,0,0,0,8415,25181,3957377.04
259,Kimball ES,-76.95757271,38.88308276,Elementary,es,3,7,TRUE,2018,0.812339332,316,,0,55,389,3300784.96,419655,0,45189,154560.42,0,0,0,239259,293055,0,0,37479,0,42299,612092,4532281.38
344,"King, M.L. ES",-76.99823899,38.84244285,Elementary,es,1,8,TRUE,2018,0.885496183,348,,3,40,393,3616730.34,439582.5,13320.68,41546,172624.88,0,0,0,474272.64,146527.5,0,0,16182,0,37093.86,674076,4957880.4
417,Kramer MS,-76.98017131,38.87128607,Middle,ms,7,8,TRUE,2018,0.903381643,187,,2,59,207,2046556.97,1320494,8880.45,0,107896.8,0,0,275229.68,356796.2,0,0,0,0,0,5423,362219.2,4121277.1
261,Lafayette ES,-77.06803712,38.96662722,Elementary,es,4,4,FALSE,2018,0.028241335,22,,25,55,779,5752859.39,692782.5,97685,0,19000,0,568643.11,0,33034,0,0,0,0,0,9580,42614,7173584
262,Langdon EC,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2018,0.579881657,196,,26,22,338,3055697.72,302042.5,97685,24745,131681.09,0,0,0,17822.5,293055,0,0,57923,0,10851.5,379652,3991503.31
370,Langley ES,-77.00589039,38.91516256,Elementary,es,4,5,FALSE,2018,0.606271777,174,,21,61,287,2694613,1356444,97685,13547,124616.3,0,0,0,15266,195370,0,0,31711,0,94691,337038,4623943.3
264,LaSalle-Backus EC,-76.99988254,38.95997181,Education Campus,campus,6,4,TRUE,2018,0.570666667,214,,137,80,375,3303403.27,1202881.5,683795,31139,149280.57,0,0,0,345315.2,0,0,0,39059,0,30143.8,414518,5785017.34
266,Leckie ES,-77.01289191,38.82819645,Elementary,es,2,8,FALSE,2018,0.415282392,250,,6,50,602,4710453.95,683795,22201.14,53265,241752.82,0,0,0,410186.7,0,0,0,66813,0,7250.3,484250,6195717.91
271,Ludlow-Taylor ES,-76.99649249,38.89874381,Elementary,es,1,6,FALSE,2018,0.293670886,116,,4,57,395,3512238.06,1159327.5,17760.91,38926,161185.21,0,0,0,17551,97685,0,0,106092,0,3364,224692,5114129.68
884,Luke Moore Alternative HS,-76.99231633,38.93227605,Alternative,other,9,5,FALSE,2018,NA,NA,,4,29,393,2251998.19,537267.5,17760.91,64736,131681.09,0,0,434326.32,0,0,0,0,0,0,0,0,3437770.01
420,MacFarland MS,-77.0273425,38.9439462,Middle,ms,9,4,FALSE,2018,0.690140845,98,,16,14,142,1659957.2,293055,195370,0,28184.16,0,0,0,186983.9,0,0,0,0,0,2842.1,189826,2366392.36
308,Malcolm X ES @ Green,-76.98339858,38.84164506,Elementary,es,2,8,TRUE,2018,0.878326996,231,,0,38,263,2520926.8,367192,0,0,103496.93,0,0,0,66871.5,293055,0,0,0,0,87520.5,447447,3439062.73
273,Mann ES,-77.08782619,38.93429197,Elementary,es,5,3,FALSE,2018,0.022277228,9,,28,28,404,3456207.73,293055,97685,0,9475,0,0,0,16724.5,0,0,0,0,0,708.5,17433,3873855.73
284,Marie Reed ES,-77.04052995,38.91916731,Elementary,es,3,1,FALSE,2018,0.35678392,142,,178,53,398,3886526.94,880911.5,683795,37432,173064.86,0,0,0,19232.5,0,97685,35000,107586,0,15550.5,275054,5936784.3
274,Maury ES,-76.9886575,38.89218486,Elementary,es,5,6,FALSE,2018,0.143920596,58,,1,30,403,3475803.25,439582.5,4440.23,0,9725,0,0,0,110663.5,0,0,0,0,0,1682,112345.5,4041896.47
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2018,0.608108108,135,,8,42,222,2010414.61,909826.5,35521.82,0,98632.08,0,0,0,257579.7,0,0,0,0,0,3915.3,261495,3315890.01
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2018,0.395931142,253,,8,13,639,4606254.31,341897.5,35521.82,0,284481.56,1680585.04,0,0,457417.75,0,0,0,0,0,32643.25,490061,7438801.23
280,Miner ES,-76.98290432,38.89737568,Elementary,es,5,6,FALSE,2018,0.707571802,271,,10,61,383,3297740.77,965910,39962.05,52855,173064.86,0,0,0,397446.5,0,0,0,29813,0,97667.5,524927,5054459.68
285,Moten ES,-76.98294365,38.85665719,Elementary,es,4,8,TRUE,2018,0.881235154,371,,0,44,421,3559964.99,321970,0,41989,183624.55,0,0,0,276399.5,293055,0,0,28209,0,120963.5,718627,4826175.54
287,Murch ES,-77.07007921,38.95293319,Elementary,es,1,3,FALSE,2018,0.046793761,27,,48,38,577,4681294.86,566182.5,195370,0,14325,0,0,0,49953.33,0,0,0,0,0,2345.67,52299,5509471.36
288,Nalle ES,-76.93079651,38.88595408,Elementary,es,2,7,TRUE,2018,0.802531646,317,,4,42,395,3734382.13,293055,17760.91,0,169984.95,0,0,0,385418.5,195370,0,0,0,0,33240.5,614029,4829211.99
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2018,0.711229947,133,,12,43,187,2060786.88,848297.5,97685,26203,84112.5,0,0,0,50339,97685,0,0,31525,0,78072,257621,3374705.88
291,Orr ES,-76.97448402,38.87179682,Elementary,es,5,8,TRUE,2018,0.786729858,332,,1,48,422,3905174.39,390740,4440.23,0,182744.58,0,0,0,323879,195370,0,0,0,0,123835,643084,5126183.2
292,Oyster-Adams Bilingual,-77.04437725,38.9173092,Education Campus,campus,3,3,FALSE,2018,0.113569322,77,,98,68,678,6146508.09,1054607.5,488425,0,16850,500000,0,0,146916.1,0,0,0,0,0,2233,149149.1,8355539.69
294,Patterson ES,-77.00848471,38.82696603,Elementary,es,3,8,TRUE,2018,0.854219949,334,,0,73,391,3408904.68,963957.5,0,83215,175264.8,0,0,0,176072.5,390740,0,0,24393,0,55752.5,646958,5278299.97
295,Payne ES,-76.98419491,38.88513231,Elementary,es,2,6,FALSE,2018,0.578616352,184,,8,49,318,2893219.12,1163026.5,26641.36,88237,133441.04,0,0,0,16835.5,97685,0,0,56781,0,185106.5,356408,4660973.02
301,Peabody ES,-76.99985799,38.89289599,Elementary,es,2,6,FALSE,2018,0.12,27,,0,11,225,2422872.73,195370,0,0,5725,0,0,0,9337.5,0,0,0,0,0,42961.5,52299,2676266.73
478,Phelps ACE HS,-76.97189763,38.90199169,High,hs,8,5,FALSE,2018,0.674121406,211,,10,42,313,3122757.67,488425,44402.27,0,132561.07,0,0,0,378312.06,0,0,0,24276,0,6119,408707.06,4196853.08
299,Plummer ES,-76.93993468,38.88723986,Elementary,es,1,7,FALSE,2018,0.795396419,311,,25,57,391,3540456.16,661915,97685,93194,177464.73,0,0,0,126310,293055,0,0,14414,0,168628,602407,5173121.89
300,Powell ES,-77.03122742,38.94153401,Elementary,es,3,4,FALSE,2018,0.495344507,266,,279,55,537,4285566.88,634952.5,1221062.5,47115,221953.41,0,0,0,298432.5,0,48842.5,0,160253,0,7714,515242,6925892.29
316,Randle Highlands ES,-76.96435628,38.8700914,Elementary,es,2,7,FALSE,2018,0.620289855,214,,1,40,345,3260128.27,488425,4440.23,20611,147960.61,0,0,0,358725.01,0,0,0,49587,0,6206,414518.01,4336083.12
302,Raymond EC,-77.02643266,38.93581087,Education Campus,campus,6,4,FALSE,2018,0.595238095,375,,288,69,630,5672912.31,781480,1396505,18711,247937.64,0,0,0,651543.34,0,0,0,63957,0,10875,726375.34,8843921.29
304,River Terrace SEC,-76.95752,38.89495,Special Education Center,other,6,7,FALSE,2018,1,70,,6,143,0,1768976.35,2928107,26641.36,3058,54168.4,0,0,0,26274.85,0,0,0,29730,0,79585.15,135590,4916541.12
436,Ron Brown College Preparatory High School,-76.9326919,38.9067948,High,hs,2,7,FALSE,2018,0.904545455,199,,1,52,220,2328213.36,586110,4440.23,0,51968.46,159129,0,0,342045.06,0,0,13371,24276,0,5771,385463.06,3515324.11
459,Roosevelt HS,-77.02777634,38.94360818,High,hs,9,4,TRUE,2018,0.857771261,585,,254,133,682,5378882.45,2177779,1355507,0,215768.6,0,0,0,901444.11,0,0,150000,64736,0,16965,1133145.11,10261082.16
456,Roosevelt STAY,-77.02777634,38.94360818,STAY,other,9,4,FALSE,2018,NA,NA,,60,50,612,3082836.56,537267.5,293055,0,16250,0,0,72026.7,0,0,0,0,0,0,0,0,4001435.76
305,Ross ES,-77.03966215,38.91239081,Elementary,es,4,2,FALSE,2018,0.040462428,7,,14,6,173,1966676.65,146527.5,97685,0,4275,0,0,0,7179.5,0,0,0,0,0,6379.5,13559,2228723.15
307,Savoy ES,-76.99360426,38.86285165,Elementary,es,1,8,TRUE,2018,0.790419162,264,,0,26,334,3055598.05,293055,0,16345,152800.46,0,0,162895.31,126121.5,293055,0,0,28913,0,63278.5,511368,4192061.82
409,School Without Walls @ Francis-Stevens,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2018,0.251028807,122,,42,63,486,4176824.41,974897.5,195370,0,11800,0,0,0,232776.2,0,0,0,0,0,3538,236314.2,5595206.1
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2018,0.17699115,100,,0,4,565,3885597.29,244212.5,0,0,15025,482422,446943.9,0,177786.31,0,0,13014,0,0,2900,193700.31,5267901
175,School-Within-School @ Goding,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2018,0.077181208,23,,1,51,298,2789693.61,1150340,4440.23,0,7650,0,0,0,12865,0,0,0,0,0,31686,44551,3996674.84
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2018,0.508064516,189,,129,42,372,3313138.36,983885,586110,23894,134761,0,0,0,116820,0,0,0,58774,0,190499,366093,5407881.36
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2018,0.166219839,62,,17,23,373,3372934.15,390740,97685,0,9025,0,0,0,113081.5,0,0,0,0,0,7012.5,120094,3990478.15
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2018,0.764044944,204,,4,29,267,2551040.06,497412.5,13320.68,0,131681.09,0,0,0,182237.5,97685,0,0,0,0,115225.5,395148,3588602.34
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2018,0.777777778,203,,15,35,261,2491371.82,643940,97685,41989,123296.34,0,0,0,150988.5,97685,0,0,28209,0,116328.5,393211,3791493.16
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2018,0.724137931,189,,0,61,261,2288364.46,965910,0,0,110976.71,0,0,0,358073,0,0,0,0,0,8020,366093,3731344.17
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2018,0.8791423,451,,0,54,513,4271288.98,195370,0,95138,228993.2,0,0,0,185774,488425,0,0,0,0,199388,873587,5664377.18
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2018,0.075471698,32,,65,17,424,3673198.16,341897.5,293055,0,10875,0,0,0,61055.5,0,0,0,0,0,928,61983.5,4381009.16
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2018,0.335632184,146,,3,55,435,3507571.82,761552.5,13320.68,0,83057.72,0,0,0,278567.8,0,0,0,0,0,4234.2,282802,4648304.72
324,Takoma EC,-77.02279493,38.97504254,Education Campus,campus,6,4,FALSE,2018,0.485106383,228,,122,87,470,3894846.1,1305855,586110,45842,204328.94,0,0,0,349460.9,0,0,0,74236,0,17939.1,441636,6478618.04
325,Thomas ES,-76.95211091,38.90127864,Elementary,es,1,7,TRUE,2018,0.73255814,315,,5,68,430,3813137.89,1092510,22201.14,61759,179664.67,0,0,0,555171.2,0,0,0,45849,0,9135,610155.2,5779427.9
326,Thomson ES,-77.02843003,38.903496,Elementary,es,1,2,FALSE,2018,0.429967427,132,,139,33,307,3001106.46,390740,586110,21096,124616.3,0,0,0,55189,0,97685,0,98982,0,3828,255684,4379352.76
327,Truesdell EC,-77.02507158,38.95396836,Education Campus,campus,6,4,FALSE,2018,0.640990371,466,,304,101,727,5221395.16,976850,1396505,39972,255417.42,0,0,0,723807.2,0,97685,0,67636,0,13514,902642.2,8792781.78
328,Tubman ES,-77.0294433,38.92919824,Elementary,es,4,1,FALSE,2018,0.625239006,327,,286,91,523,4283356.75,941488.75,1074535,32586,237352.95,0,0,0,171142.5,219791.25,195370,0,37612,0,9483.25,633399,7202718.45
329,Turner ES,-76.98030993,38.84763494,Elementary,es,1,8,TRUE,2018,0.864603482,447,,3,51,517,4237749.24,888152.5,13320.68,65984,202568.99,0,0,0,802813.44,0,0,0,16684,0,46341.56,865839,6273614.41
330,Tyler ES,-76.99204166,38.88108402,Elementary,es,3,6,TRUE,2018,0.39047619,205,,8,75,525,4465659.29,1188242.5,48842.5,18119,225913.29,0,0,0,172290.5,146527.5,0,0,52079,0,26188,397085,6343861.58
331,Van Ness ES,-76.99914,38.87675,Elementary,es,3,6,FALSE,2018,0.222727273,49,,2,13,220,2203762.92,387119.5,4440.23,0,4275,0,0,0,9130,48842.5,0,0,0,0,36940.5,94913,2694510.64
332,Walker-Jones EC,-77.01391586,38.90419176,Education Campus,campus,5,6,TRUE,2018,0.802083333,385,,14,98,480,3948541.49,1248025,39962.05,59848,197729.13,0,0,0,360392.6,293055,0,0,35290,0,57007.4,745745,6239850.66
474,Washington Metropolitan HS,-77.01558467,38.92042978,High,hs,8,1,FALSE,2018,NA,NA,,1,56,270,2250855.56,933374.5,4440.23,48552,66048.03,0,0,115831.47,0,0,0,0,0,0,0,0,3419101.78
333,Watkins ES,-76.98999677,38.88346667,Elementary,es,2,6,FALSE,2018,0.276995305,118,,7,28,426,3280387.18,537267.5,31081.59,31102,10875,0,0,43566.24,148637.5,0,0,0,76506,0,3422,228565.5,4162845.01
336,West EC,-77.03225306,38.95136708,Education Campus,campus,6,4,FALSE,2018,0.484149856,168,,58,34,347,3363281.04,537267.5,293055,15949,131241.11,0,0,0,244453.8,0,0,0,54249,0,26713.2,325416,4666209.65
335,Wheatley EC,-76.98850077,38.90411741,Education Campus,campus,5,5,TRUE,2018,0.769005848,263,,17,50,342,3107283.16,781480,97685,30366,156320.36,0,0,250006.35,474442.3,0,0,0,27362,0,7627,509431.3,4932572.16
338,Whittier EC,-77.0192386,38.96585694,Education Campus,campus,6,4,FALSE,2018,0.647761194,217,,52,74,335,3269598.96,1383612.5,195370,31560,158520.3,0,0,0,362928.3,0,0,0,51108,0,6293,420329.3,5458991.06
463,Wilson HS,-77.0777752,38.95015581,High,hs,8,3,FALSE,2018,0.343839542,600,,104,195,1745,11316245.7,2460100,586110,0,43875,0,153875.92,0,1071972.38,0,0,0,72828,0,17400,1162200.38,15722407
464,"Woodson, H.D. HS",-76.92232214,38.89678282,High,hs,9,7,TRUE,2018,0.799011532,485,,3,163,607,5700307.36,2286404,13320.68,0,509295.44,0,0,0,844460.33,0,0,0,80920,0,14065,939445.33,9448772.81
861,Youth Services Center,-76.98858584,38.91213926,Alternative,other,8,5,FALSE,2018,NA,NA,,0,0,91,1260477.52,634952.5,8880.45,0,2400,1030650,0,0,0,0,0,0,0,0,0,0,2937360.47
202,Aiton ES,-76.93370092,38.89700148,Elementary,es,4,7,TRUE,2019, 0.893536 ,215,,,,241,2291420.68,796629.02,4756.04,41528,111749.6,0,0,0,283290.59,0,0,0,0,0,12000,408537.21,3654620.56
203,Amidon-Bowen ES,-77.0181253,38.87951507,Elementary,es,3,6,TRUE,2019, 0.729107 ,257,,,,352,3081252.91,1058211.34,42804.38,99518,164807.18,0,0,0,401488.25,0,0,0,0,0,30250,436871.16,4883464.97
450,Anacostia HS,-76.98307725,38.87008373,High,hs,8,8,TRUE,2019, 0.938824 ,325,,,,346,4156912.96,2899241.03,4756.04,75600,177484.65,0,0,890905.09,0,0,0,0,0,0,18200,603300.85,8808200.62
452,Ballou HS,-77.00097526,38.83938233,High,hs,8,8,TRUE,2019, 0.898901 ,751,,,,836,6467081.57,3390306.4,19024.17,50400,746945.51,0,0,333476.91,94608.28,0,0,0,0,0,61250,1520195.96,12527430.51
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2019, NA ,NA,,,,480,3297354.63,895476.08,9512.08,75600,12375,0,0,0,0,0,0,0,0,0,5100,0,4290317.79
204,Bancroft ES,-77.04055344,38.93431802,Elementary,es,3,1,FALSE,2019, 0.377111 ,212,,,,561,4551357.37,1130745,1778759.75,76322,255427.64,0,0,0,330605.34,0,0,0,0,0,31000,365836.52,8158448.28
205,Barnard ES,-77.01777708,38.94823061,Elementary,es,5,4,FALSE,2019, 0.510769 ,327,,,,640,5355754.99,1509657.2,1464860.97,250292,301442.19,0,0,0,232375.08,0,0,0,0,0,21200,432912.92,9314920.28
206,Beers ES,-76.95560475,38.86434951,Elementary,es,2,7,FALSE,2019, 0.582251 ,289,,,,496,3777685.37,1835438.05,0,111116,227255.48,0,0,0,460692.83,0,0,0,0,0,26000,492468.76,6443963.66
402,Benjamin Banneker HS,-77.02397697,38.92383242,High,hs,9,1,FALSE,2019, 0.260246 ,132,,,,506,3765049.18,209265.85,28536.25,0,225377.33,721910,0,0,272036.76,0,0,0,0,0,550,275220.45,5225359.06
212,Brent ES,-77.00145985,38.88480087,Elementary,es,4,6,FALSE,2019, 0.087065 ,39,,,,447,3972721.96,470848.17,104632.93,0,10600,0,0,0,79938.43,0,0,0,0,0,1400,81338.43,4640141.49
213,Brightwood Education Campus,-77.03068885,38.96053539,Education Campus,campus,6,4,FALSE,2019, 0.535533 ,404,,,,754,6037365.39,1046329.27,2752555.36,99518,244269.35,0,0,0,673831.19,0,0,0,0,0,62500,744407.03,10924444.39
347,Brookland MS,-76.99182,38.93741,Middle,ms,7,5,FALSE,2019, 0.552846 ,124,,,,225,2233514.35,1070093.41,104632.93,0,111749.6,200000,0,0,211237.8,0,0,0,0,0,46250,259975.61,3979965.9
404,Browne EC,-76.97066706,38.90259855,Education Campus,campus,6,5,TRUE,2019, 0.762658 ,261,,,,342,3799044.36,913144.02,104632.93,29930,152599.23,0,0,0,234316.76,0,0,0,0,0,26500,515202.85,5514553.38
296,Bruce-Monroe ES @ Park View,-77.02118567,38.93441376,Elementary,es,3,1,FALSE,2019, 0.530146 ,250,,,,471,3974338.07,575481.1,1569493.9,0,222090.58,0,0,0,448875.99,0,0,0,0,0,17600,521869.96,6863273.61
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2019, 0.522613 ,114,,,,219,2105868.76,808511.09,104632.93,41528,93907.23,0,0,0,189688.18,0,0,0,0,0,5700,197677.23,3352125.23
220,Burroughs ES,-76.97845637,38.93350233,Elementary,es,6,5,FALSE,2019, 0.501587 ,152,,,,303,2915917.22,1029659.01,104632.93,76322,132409.18,0,0,0,227478.57,0,0,0,0,0,10800,241318.19,4500258.53
221,Burrville ES,-76.92445918,38.90056543,Elementary,es,4,7,FALSE,2019, 0.736390 ,222,,,,302,3227849.18,418531.71,4756.04,53126,140860.83,0,0,0,197420.65,0,0,0,0,0,13600,411668.44,4256792.2
247,C.W. Harris ES,-76.9261155,38.8835985,Elementary,es,4,7,TRUE,2019, 0.750877 ,202,,,,269,2307809.71,1357989.12,0,0,130531.04,0,0,163421.13,388071.23,0,0,0,0,0,26000,422150.67,4381901.67
360,Cap Hill Montessori @ Logan,-77.0025627,38.89852997,Education Campus,campus,2,6,FALSE,2019, 0.122616 ,47,,,,384,3706709.19,366215.24,33292.29,0,9125,0,0,0,22706.54,0,0,0,0,0,3700,98406.54,4213748.27
454,Cardozo EC,-77.02847079,38.9221722,Education Campus,campus,8,1,TRUE,2019, 0.826334 ,636,,,,770,6366153.11,3524489.33,2561208.63,50400,369994.46,0,0,125094.28,740384.21,0,0,0,0,0,58250,1279418.84,14276758.65
947,Choice Academy,-77.00677595,38.91350276,Alternative,other,7,5,FALSE,2019, NA ,NA,,,,100,892083.91,308112.91,0,0,25,0,0,0,0,0,0,0,0,0,2250,0,1200221.82
224,Cleveland ES,-77.02270718,38.91514495,Elementary,es,3,1,FALSE,2019, 0.501529 ,158,,,,316,3216824.05,811060.35,313898.78,76322,148842.94,0,0,0,238138.18,0,0,0,0,0,13600,254907.85,4821855.96
442,Columbia Heights EC (CHEC),-77.03585831,38.92954443,Education Campus,campus,9,1,FALSE,2019, 0.646176 ,782,,,,1210,8161688.96,1895274.75,2875107.41,50400,410982.35,360000,0,658660.25,755062.87,0,0,0,0,0,95250,1583714.08,15995827.8
455,Coolidge HS,-77.01957825,38.96728422,High,hs,9,4,TRUE,2019, 0.838798 ,252,,,,300,4575951.77,1718418.5,537753.01,31500,297808.66,0,0,0,0,0,0,0,0,0,15600,494426.23,7655858.17
405,Deal MS,-77.07519907,38.95289641,Middle,ms,7,3,FALSE,2019, 0.075718 ,117,,,,1544,10289274.39,1924641.96,313898.78,0,36850,16256,2232178.86,0,197389.01,0,0,0,0,0,46950,244339.01,15057439
349,Dorothy Height ES,-77.03087,38.94452,Elementary,es,1,4,FALSE,2019, 0.464896 ,207,,,,446,4823992.34,1227042.8,1255595.12,0,224438.26,0,0,0,37400.95,0,0,0,0,0,19200,433347.82,7964416.33
231,Drew ES,-76.91992701,38.89599364,Elementary,es,2,7,TRUE,2019, 0.776978 ,207,,,,266,2588228.32,796629.02,9512.08,41528,127713.83,0,0,0,140565.4,0,0,0,0,0,16000,390425.38,3954036.63
467,Dunbar HS,-77.01469386,38.90852322,High,hs,9,5,TRUE,2019, 0.769231 ,474,,,,616,5858475.08,1980000.81,104632.93,100800,289703.78,0,0,0,0,0,0,0,0,0,43250,889538.46,9223151.06
457,Eastern HS,-76.97968429,38.89040233,High,hs,9,6,FALSE,2019, 0.733735 ,536,,,,730,5579567.15,3172395.09,104632.93,50400,361073.27,44861,0,83921.61,146154.36,0,0,0,0,0,43250,1069059.4,10465910.43
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2019, 0.063025 ,29,,,,463,3948439.33,470848.17,209265.85,0,11900,0,0,0,59087.61,0,0,0,0,0,1900,60987.61,4701440.96
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2019, 0.712264 ,154,,,,216,2524781.89,1096406.8,19024.17,0,95315.84,16463,0,101555.94,45088.21,0,0,0,0,0,34750,321544.53,4175092.16
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,3,FALSE,2019, 0.309481 ,184,,,,593,4917909.67,627797.56,47560.42,0,12300,3879526,0,0,0,0,0,0,0,0,12900,383561.74,9868655.39
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2019, 0.851351 ,249,,,,293,2916034.17,1029659.01,4756.04,64724,141330.37,0,0,0,0,0,0,0,0,0,15800,456618.03,4613121.63
