Service Tag,System Family,System LOB,System Model,System Ship Date,Time from ship,System Description,Active Service Calls,Service Description,Service Type, Service Provider, Service Start Date,Service End Date,Days Remaining,Group Name,
CBZRKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC0RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC0RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC2SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC2SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC8TKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC8TKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC9SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC9SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBWSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBWSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC0SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC0SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC2TKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC2TKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC4SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC4SKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC7RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC7RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC8RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC8RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBXSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBXSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBYSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBYSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC5RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC5RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBVQKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBVQKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBVRKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBVRKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBWRKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBWRKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CBZSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CBZSKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
CC2RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2011,09/25/2013,0,,
CC2RKN1,OptiPlex,Desktops & All-in-Ones,OptiPlex 380,09/25/2010,2771,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2010,09/25/2011,0,,
29X2TZ1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
29X2TZ1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
3F1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
3F1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
4N1RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
4N1RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
4TZ9GV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
4TZ9GV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
6C3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
6C3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
BL3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
BL3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
F61BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
F61BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
GC1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
GC1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
J13RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
J13RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
JB3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
JB3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
JR2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
JR2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
JF3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
JF3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
C01LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,ProSupport Plus or ProSupport for Your Enterprise,PL,,09/26/2013,09/25/2016,0,,
C01LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2016,0,,
C01LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
C01LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,ProSupport Plus or ProSupport for Your Enterprise,PL,,09/25/2012,09/25/2013,0,,
C01LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Complete Care,CC,,09/25/2012,09/25/2016,0,,
FB0BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
FB0BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
7S1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
7S1BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
803RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
803RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
923RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
923RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
3S2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
3S2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
743RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
743RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
JZ2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
JZ2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
GC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
GC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
H00BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
H00BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
HC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
HC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
HH3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
HH3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
HW2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
HW2RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
F73RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
F73RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
FC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
FC3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
160BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
160BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
1D3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
1D3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
321BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
321BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
HZ4BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
HZ4BGV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
8L3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
8L3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
903RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
903RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
CQ4LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,ProSupport Plus or ProSupport for Your Enterprise,PL,,09/26/2013,09/25/2016,0,,
CQ4LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2016,0,,
CQ4LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Complete Care,CC,,09/25/2012,09/25/2016,0,,
CQ4LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,ProSupport Plus or ProSupport for Your Enterprise,PL,,09/25/2012,09/25/2013,0,,
CQ4LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
CSZ9GV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
CSZ9GV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
D83RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
D83RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
FG3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2015,0,,
FG3RDV1,Latitude,Laptops,Latitude E5430,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/25/2012,09/25/2013,0,,
501LKV1,Latitude,Laptops,Latitude E6420,09/25/2012,2040,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,09/26/2013,09/25/2016,0,,
