Service Tag,System Family,System LOB,System Model,System Ship Date,Time from ship,System Description,Active Service Calls,Service Description,Service Type, Service Provider, Service Start Date,Service End Date,Days Remaining,Group Name,
67CH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6CFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6CFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6CFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6D8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6D8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6D8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6G8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6G8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
6G8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6H8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6H8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6H8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6KFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6KFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6KFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6N8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6N8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6N8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6NDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6NDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6NDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6NFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6NFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6NFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6P6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6P6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6P6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
6R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6RFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6RFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6RFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6SCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6SCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6SCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6WCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6WCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6WCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6XCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6XCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6XCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6YBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6YBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
6YBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6ZBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
6ZBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
6ZBH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
73CH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
73CH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
73CH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7GFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7GFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7GFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7J8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7J8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7J8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7PDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7PDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7PDH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7PF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7PF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7PF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7Q6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7Q6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7Q6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7QF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7QF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7QF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7R8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7X8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7X8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
7X8H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7ZCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
7ZCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
7ZCH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
814V4F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
814V4F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
814V4F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
828H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
828H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
828H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
848H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
848H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
848H5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
88FH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
88FH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
88FH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8CF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8CF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8CF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8FFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8GF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8HF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8HFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8K6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8K6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/02/2017,07/02/2021,1163,,
8K6M5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8LF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8LF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8LF95F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8LFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
8LFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Complete Care,CC,,07/01/2017,07/01/2021,1162,,
8LFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/01/2017,07/01/2018,66,,
8MFH5F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/01/2017,300,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/02/2018,07/02/2021,1163,,
